Rank,Company Name,Revenue,Profit,Assets,Market Value
"1,790",Goneo GroupClass A,$2.2 B,$566.6 M,$2.9 B,$15.5 B
"1,790",Südzucker,$11.1 B,$602 M,$11.4 B,$3.1 B
"1,792",Adris grupa d.d. Pref.,$8.3 B,$445.8 M,$23.6 B,$1 B
"1,792",Mobileye Global,$1.9 B,$-166 M,$15.3 B,$23 B
"1,794",E-L Financial,$3 B,$871.5 M,$19.3 B,$2.8 B
"1,794",Logitech International,$4.3 B,$610.8 M,$3.6 B,$14 B
"1,794",Navient,$5 B,$190 M,$59 B,$1.7 B
"1,797",Grupo Comercial Chedraui SAB de CV Class B,$15.2 B,$462.5 M,$8.7 B,$7.2 B
"1,798",NH Investment & Securities,$1.9 B,$453 M,$43.6 B,$3.3 B
"1,799",Liberty Media Corporation Series A Liberty Formula One,$3.4 B,$371 M,$10.6 B,$28.3 B
"1,800",Hertz Global Holdings,$9.4 B,$234 M,$24.3 B,$786 M
"1,800",MicroStrategy,$490 M,$-85.2 M,$6.4 B,$28.1 B
"1,802",Fibra Uno,$1.5 B,$803.9 M,$20.4 B,$5.9 B
"1,802",Novatek Microelectronics Corp.,$3.5 B,$746.4 M,$3.4 B,$11.4 B
"1,804",Redeia Corporacion,$2.2 B,$745.6 M,$16 B,$9.8 B
"1,805",Samvardhana Motherson International,$11.4 B,$241.9 M,$9.4 B,$10.5 B
"1,806",Nomura Research Institute,$5.1 B,$550.8 M,$6.1 B,$15.9 B
"1,807",Align Technology,$3.9 B,$462.3 M,$6.2 B,$20.4 B
"1,808",Bureau Veritas,$6.3 B,$544.6 M,$7.3 B,$13.6 B
"1,808",Essex Property Trust,$1.7 B,$525 M,$12.9 B,$17.1 B
"1,808",JA Solar Technology,$10.7 B,$554.3 M,$15.2 B,$6.5 B
"1,811",Bluescope Steel,$11.5 B,$563.9 M,$10.4 B,$6.3 B
"1,811",Henry Schein,$12.5 B,$388 M,$10.1 B,$9.6 B
"1,813",Deutsche Pfandbriefbank,$3.1 B,$73.5 M,$56.2 B,$837 M
"1,813",Hera,$13.6 B,$423 M,$16 B,$5.4 B
"1,815",Harel Insurance Investments & Financial Services,$6.7 B,$131.5 M,$38.7 B,$1.9 B
"1,816",KakaoBank,$2 B,$276 M,$44.9 B,$8.3 B
"1,817",Pinnacle West,$4.7 B,$521.7 M,$24.8 B,$8.9 B
"1,818",Founder Securities,$1.3 B,$332 M,$31.9 B,$9.9 B
"1,819",Tongling Nonferrous Metals,$18.9 B,$351.1 M,$11.4 B,$7.2 B
"1,819",Weihai City Commercial Bank,$2.5 B,$244 M,$55.3 B,$2.1 B
"1,821",Bharat Electronics Limited,$2.2 B,$432.2 M,$4.4 B,$21.8 B
"1,821",Ricoh,$16.2 B,$305.5 M,$15.1 B,$4.9 B
"1,823",Xiamen Bank,$1.9 B,$375.8 M,$54.4 B,$2.1 B
"1,824",MongoDB,$1.7 B,$-176.6 M,$2.9 B,$27 B
"1,824",Phoenix Holdings,$6.4 B,$210.8 M,$43.3 B,$2.5 B
"1,826",Bank Of Gansu,$2.1 B,$91.6 M,$54.8 B,$676 M
"1,827",Cosan,$7.9 B,$219.1 M,$28.8 B,$5.2 B
"1,827",Zscaler,$1.9 B,$-138.7 M,$3.9 B,$26.8 B
"1,829",Bank Muscat,$2.2 B,$499.5 M,$36.4 B,$5.1 B
"1,829",Manpower,$18.6 B,$50.7 M,$8.5 B,$3.7 B
"1,831",Diebold Nixdorf,$3.8 B,$1.5 B,$3.9 B,$3.6 B
"1,832",Clorox,$7.2 B,$240 M,$5.8 B,$16.8 B
"1,832",Metalurgica Gerdau,$13.4 B,$435.9 M,$15.4 B,$2.3 B
"1,834",Snap,$4.8 B,$-1.3 B,$7.2 B,$26.5 B
"1,834",TopBuild,$5.2 B,$630.8 M,$5.3 B,$12.9 B
"1,836",Dentsu,$9.2 B,$-117.8 M,$23.9 B,$7 B
"1,836",Orient Securities,$2.6 B,$355.2 M,$54.1 B,$3.9 B
"1,838",CSPC Pharmaceutical Group,$4.4 B,$829.7 M,$6.5 B,$10.1 B
"1,838",LS Corp,$18.4 B,$301.2 M,$13.6 B,$3.4 B
"1,840",Central Bank of India,$4.3 B,$322.2 M,$53.7 B,$6.4 B
"1,841",Yara International,$14.6 B,$-34.9 M,$15.7 B,$7.7 B
"1,842",Bank of Maharashtra,$2.8 B,$491.8 M,$36.8 B,$5.5 B
"1,843",Shimizu,$13.9 B,$118.7 M,$16.8 B,$4 B
"1,844",Healthpeak Properties,$2.3 B,$193.1 M,$20.5 B,$14 B
"1,844",Kawasaki Heavy Industries,$12.8 B,$175.5 M,$17.7 B,$5.9 B
"1,846",Tradeweb Markets,$1.4 B,$402.7 M,$7.4 B,$24 B
"1,847",Hyakugo Bank,$799 M,$98.8 M,$53.5 B,$1 B
"1,848",Indus Towers,$3.5 B,$729.1 M,$6.7 B,$11.1 B
"1,848",Kesko,$12.7 B,$512 M,$8.8 B,$7.4 B
"1,850",China Power International Development,$6.2 B,$378 M,$43.1 B,$5.5 B
"1,851",Kakao,$5.9 B,$-770.1 M,$19.1 B,$15 B
"1,852",Trelleborg Group,$3.2 B,$913.9 M,$5.6 B,$9.3 B
"1,853",Steel Authority of India,$12.9 B,$375.3 M,$15.6 B,$8.3 B
"1,854",CAPITEC,$2.9 B,$565.4 M,$10.8 B,$14.5 B
"1,854",First Quantum Minerals,$5.9 B,$-1.2 B,$23.5 B,$11.8 B
"1,856",Almarai,$5.3 B,$561.6 M,$9.3 B,$14.6 B
"1,856",Aurubis,$17.9 B,$127.8 M,$8.3 B,$3.7 B
"1,856",Banque Centrale Populaire,$2.9 B,$343 M,$52.7 B,$6 B
"1,856",Nexi S.p.A.,$6.4 B,$-1.1 B,$29.1 B,$9 B
"1,860",Enstar Group,$1 B,$813 M,$19.4 B,$4.7 B
"1,861",Shiga Bank,$805 M,$110.2 M,$52.7 B,$1.2 B
"1,862",Tryg,$6 B,$541.5 M,$15.7 B,$12.4 B
"1,863",Erie Indemnity,$3.4 B,$484.4 M,$2.6 B,$18.5 B
"1,863",Ramsay Health Care,$10.6 B,$572.3 M,$14.1 B,$7.6 B
"1,863",Var Energi ASA,$6.7 B,$506.6 M,$22.1 B,$8.3 B
"1,863",Viva Energy Group,$17.8 B,$2.5 M,$6.6 B,$3.6 B
"1,867",United Bank for Africa,$2.8 B,$806.9 M,$19.4 B,$501 M
"1,868",Zall Smart Commerce Group,$17.6 B,$7.2 M,$9 B,$598 M
"1,869",Federal Bank,$3.2 B,$468.7 M,$38.1 B,$4.8 B
"1,870",Cloudflare,$1.4 B,$-181.4 M,$2.8 B,$25.6 B
"1,871",MBH Bank Plc.,$3.9 B,$519 M,$32.1 B,$6.8 B
"1,871",PVH,$9.2 B,$663.6 M,$11.2 B,$6.6 B
"1,873",Aareal Bank,$3.1 B,$45.4 M,$51.7 B,$2.2 B
"1,874",Kohl's,$17.5 B,$317 M,$14 B,$2.9 B
"1,875",Samsung Securities,$2.5 B,$415.1 M,$44.7 B,$2.5 B
"1,876",Momentum Metropolitan Holdings,$6.8 B,$223.7 M,$35.6 B,$1.6 B
"1,877",Jinshang Bank,$1.9 B,$283.1 M,$51 B,$1 B
"1,878",Take-Two Interactive Software,$5.3 B,$-3.7 B,$12.2 B,$25.2 B
"1,879",DLF,$776 M,$329.4 M,$7.2 B,$25.2 B
"1,880",Johnson Matthey,$17.3 B,$216.9 M,$7.9 B,$4.3 B
"1,881",Aozora Bank,$1.5 B,$-345.1 M,$50.2 B,$1.8 B
"1,881",Guangzhou Baiyunshan Pharmaceutical Holdings,$10.7 B,$572.8 M,$10.9 B,$4.9 B
"1,881",Teradyne,$2.6 B,$429.4 M,$3.4 B,$20.6 B
"1,884",Mercuries & Associates,$3.9 B,$-26 M,$50 B,$549 M
"1,884",Rentokil Initial,$6.7 B,$473.6 M,$14.2 B,$13.5 B
"1,886",Juroku  Financial Group,$870 M,$133.6 M,$49.8 B,$1.1 B
"1,887",Franco-Nevada,$1.2 B,$-489.8 M,$6.1 B,$24.7 B
"1,888",Daito Trust Construction,$12 B,$516.5 M,$7.1 B,$6.9 B
"1,888",nVent Electric,$3.4 B,$578.4 M,$6.2 B,$13.3 B
"1,890",Banco Davivienda,$6 B,$-223.8 M,$45.6 B,$2.8 B
"1,890",Digital China Group,$17 B,$167 M,$6.2 B,$2.8 B
"1,892",Informa plc,$4 B,$520.8 M,$14.7 B,$14.6 B
"1,892",Jiangxi Zhengbang Technology,$857 M,$1.3 B,$2.5 B,$3.7 B
"1,894",Seagate Technology,$6.3 B,$-270 M,$7.1 B,$20 B
"1,895",Dr. Reddy's Laboratories,$3.4 B,$672.6 M,$4.6 B,$11.6 B
"1,896",Avantor,$6.9 B,$260 M,$12.8 B,$17 B
"1,896",St. Galler Kantonalbank,$1.1 B,$230.6 M,$49.1 B,$3 B
"1,898",Essential Utilities,$1.9 B,$572.6 M,$17.1 B,$10.9 B
"1,899",Hanwa,$16.8 B,$265.7 M,$7.7 B,$1.7 B
"1,899",Yunnan Baiyao Group,$5.5 B,$596.5 M,$7.9 B,$12.9 B
"1,901",Bank of Cyprus Holdings,$1.5 B,$569.5 M,$26.9 B,$2.1 B
"1,902",San-In Godo Bank,$777 M,$116.2 M,$48.6 B,$1.4 B
"1,903",China Fortune Land Development,$4.1 B,$-1.2 B,$48.3 B,$775 M
"1,904",Teleperformance,$9 B,$650.8 M,$13 B,$7 B
"1,905",Inventec,$16.7 B,$201.7 M,$7.9 B,$6 B
"1,906",OneMain Holdings,$5.4 B,$617 M,$23.9 B,$6 B
"1,906",Organon,$6.3 B,$1 B,$11.9 B,$5.6 B
"1,908",FactSet Research Systems,$2.2 B,$489.2 M,$4 B,$17.1 B
"1,908",Varun Beverages,$2 B,$261.4 M,$1.8 B,$23.6 B
"1,910",Steris,$5.4 B,$378.2 M,$11.1 B,$23 B
"1,911",NIO,$7.8 B,$-3 B,$16.6 B,$11.1 B
"1,912",Open House,$8.4 B,$688.1 M,$8.7 B,$3.5 B
"1,913",TFI International,$7.5 B,$485.8 M,$6.9 B,$11.3 B
"1,914",BEKB-BCBE,$818 M,$194.6 M,$47.6 B,$2.6 B
"1,915",Sabesp,$5.4 B,$729.4 M,$13.3 B,$10.5 B
"1,915",Scentre Group,$1.7 B,$116.1 M,$24.3 B,$11.1 B
"1,917",IHH Healthcare,$4.6 B,$647.1 M,$11.2 B,$11.8 B
"1,917",Tokyo Kiraboshi Financial Group,$840 M,$177.4 M,$47.5 B,$848 M
"1,919",Shanxi Xishan Coal & Electricity Power Co. Ltd.,$6.8 B,$732.4 M,$12.8 B,$8.5 B
"1,920",Wharf (Holdings),$2.4 B,$120.7 M,$26.2 B,$10.5 B
"1,921",Cameco,$1.9 B,$174.1 M,$7 B,$23 B
"1,921",CVR Energy,$8.8 B,$656 M,$4.1 B,$3 B
"1,921",Guangzhou R&F,$5 B,$-2.8 B,$47.2 B,$640 M
"1,924",Suzuken,$16.5 B,$200.7 M,$8.1 B,$2.3 B
"1,925",Logan Property Holdings,$6.7 B,$-1.2 B,$35 B,$588 M
"1,925",Schibsted ASA,$1.5 B,$1.3 B,$5.4 B,$7.4 B
"1,925",Taylor Morrison Home,$7.5 B,$768.1 M,$8.9 B,$6.4 B
"1,928",Barry Callebaut,$9.2 B,$480.9 M,$9.7 B,$9.5 B
"1,928",NIPPON EXPRESS HOLDINGS,$15.8 B,$169.8 M,$14.4 B,$4.2 B
"1,930",FMC,$4.1 B,$1.1 B,$12 B,$8 B
"1,931",Ralph Lauren,$6.6 B,$587.9 M,$7 B,$10.7 B
"1,932",ALFA,$16.4 B,$-629.2 M,$12.8 B,$3.6 B
"1,932",Commercial Metals,$8.4 B,$680.3 M,$6.7 B,$6.7 B
"1,932",Taisei,$12.2 B,$278.5 M,$17.1 B,$6.6 B
"1,935",Hologic,$4 B,$466.5 M,$8.7 B,$17.5 B
"1,936",Signet Jewelers,$7.2 B,$810.4 M,$6.8 B,$4.4 B
"1,937",Inner Mongolia Yitai Coal,$6.8 B,$879.9 M,$12.3 B,$6.2 B
"1,937",Masraf Al Rayan,$1.6 B,$391.9 M,$43.8 B,$6.2 B
"1,939",Saputo,$12.8 B,$246 M,$10.6 B,$8.7 B
"1,940",Samsara,$937 M,$-286.7 M,$1.7 B,$22.5 B
"1,941",China Gas Holdings,$10.9 B,$365.7 M,$19.1 B,$5.5 B
"1,942",Delek US Holdings,$16.2 B,$-77.1 M,$7.2 B,$1.8 B
"1,943",EFG International,$2.7 B,$337.4 M,$45.8 B,$3.9 B
"1,944",Zhangzhou Pientzehuang Pharmaceutical,$1.5 B,$418.6 M,$2.5 B,$19.8 B
"1,945",Sumec Corporation,$16.1 B,$145.4 M,$7.8 B,$1.5 B
"1,946",Ipsen,$3.4 B,$696.7 M,$7 B,$10.9 B
"1,946",Manila Electric,$7.9 B,$707.2 M,$10.8 B,$7.3 B
"1,946",Public Power,$8.8 B,$413.6 M,$21.2 B,$4.8 B
"1,949",Cholamandalam Investment and Finance,$2.3 B,$413.1 M,$18.8 B,$13 B
"1,950",Yunnan Yuntianhua,$9.2 B,$614.9 M,$7.5 B,$5.4 B
"1,951",PTC,$2.2 B,$287.8 M,$6.2 B,$22.1 B
"1,951",UMB Financial,$2.5 B,$367.8 M,$45.3 B,$4.2 B
"1,953",arGEN-X,$1.2 B,$-295 M,$4.5 B,$22 B
"1,953",Sharp,$16.1 B,$-1 B,$10.5 B,$3.4 B
"1,955",Kyndryl Holdings,$16.1 B,$-340 M,$11 B,$6.4 B
"1,955",Lotte,$11.7 B,$-68 M,$17.5 B,$1.4 B
"1,957",Aichi Financial Group,$587 M,$57.4 M,$45.1 B,$838 M
"1,957",A.O. Smith,$3.9 B,$577.3 M,$3.2 B,$12.6 B
"1,957",NMDC,$2.5 B,$779 M,$3.9 B,$9.7 B
"1,960",AltaGas,$9.3 B,$470.1 M,$17.7 B,$6.7 B
"1,960",Cogent Communications,$1.1 B,$1.2 B,$3.1 B,$2.9 B
"1,962",Axon Enterprise,$1.7 B,$262.3 M,$3.6 B,$21.8 B
"1,963",Nanto Bank,$571 M,$83.2 M,$44.8 B,$685 M
"1,964",Aier Eye Hospital Group,$2.9 B,$484.9 M,$4.3 B,$16.5 B
"1,965",XPO,$7.9 B,$242 M,$7.6 B,$12.8 B
"1,966",Toho Bank,$399 M,$36.3 M,$44.7 B,$602 M
"1,967",Wisetech Global,$623 M,$147 M,$1.9 B,$21.7 B
"1,968",Celsius Holdings,$1.4 B,$263.4 M,$1.6 B,$21.7 B
"1,969",Clal Insurance Enterprises,$5.4 B,$59.7 M,$44.4 B,$1.3 B
"1,970",Buzzi Unicem,$4.7 B,$1 B,$8.4 B,$8.1 B
"1,970",Canadian Tire Corporation,$12.2 B,$209.3 M,$16.6 B,$5.9 B
"1,972",Ingredion,$7.9 B,$668 M,$7.3 B,$7.9 B
"1,973",Ogaki Kyoritsu Bank,$601 M,$65.5 M,$43.9 B,$569 M
"1,974",Euronav,$1.1 B,$1.2 B,$3.7 B,$4 B
"1,975",Saudi Investment Bank,$2.3 B,$434.7 M,$36.4 B,$4.4 B
"1,976",Nordson,$2.7 B,$492.8 M,$5.2 B,$15.5 B
"1,977",H World Group,$3.2 B,$523.6 M,$8.5 B,$14 B
"1,977",Straumann Holding,$2.7 B,$273.8 M,$4 B,$21.3 B
"1,979",Ningbo Jintian Copper (Group),$15.5 B,$76.9 M,$3.6 B,$1.3 B
"1,980",Abb India,$1.3 B,$175.9 M,$1.3 B,$21.3 B
"1,980",China Merchants Energy Shipping,$3.7 B,$709.9 M,$8.8 B,$10.3 B
"1,982",Fluor,$15.5 B,$304 M,$6.7 B,$6.6 B
"1,983",AmBank Group,$1.8 B,$387.7 M,$42.2 B,$3 B
"1,984",Equatorial Energia,$8.2 B,$444.1 M,$20.1 B,$7 B
"1,984",Uniqa,$6.7 B,$327.2 M,$31.6 B,$2.8 B
"1,986",Delivery Hero,$10.7 B,$-2.5 B,$11.9 B,$9.8 B
"1,986",Kimco Realty,$1.9 B,$350.7 M,$19.5 B,$13 B
"1,986",Puig Brands,$4.7 B,$503 M,$8.5 B,$14.8 B
"1,986",Zhejiang Construction Investment Group,$12.5 B,$36 M,$16.1 B,$1.4 B
"1,990",Keiyo Bank,$474 M,$75.2 M,$43.3 B,$634 M
"1,991",Sun Communities,$3.3 B,$153.1 M,$17.1 B,$15.2 B
"1,992",Roblox,$2.9 B,$-1.2 B,$6.3 B,$21.1 B
"1,993",China Merchants Port Group,$2.2 B,$524.1 M,$27.5 B,$6.7 B
"1,993",DraftKings,$4.1 B,$-547.6 M,$3.8 B,$21.1 B
"1,995",Guangdong Construction Engineering Group,$10.9 B,$208.8 M,$18.1 B,$2.3 B
"1,996",Angang Steel,$15.2 B,$-665.1 M,$13.6 B,$1.8 B
"1,997",Sichuan Chuantou Energy,$201 M,$632.7 M,$8.6 B,$11.3 B
"1,997",Vietnam Prosperity Joint-sock Commercial Bank,$3.9 B,$460.2 M,$33.2 B,$6 B
"1,999",Adient,$15.2 B,$158 M,$9.3 B,$2.6 B
"1,999",CapitaLand Investment,$2.2 B,$134.8 M,$25.9 B,$10 B
"1,999",Shanxi Lu'an Environmental,$5.1 B,$812.8 M,$11.6 B,$9 B
